_id,usina,inverters[0].name,inverters[0].inverterdatetime,inverters[0].id,inverters[0].data.Device type code,inverters[0].data.Nominal active power_kW,inverters[0].data.Output type,inverters[0].data.Daily power yields_kWh,inverters[0].data.Total power yields_kWh,inverters[0].data.Total running time_h,inverters[0].data.Internal temperature_C,inverters[0].data.Total apparent power_VA,inverters[0].data.MPPT 1 voltage_V,inverters[0].data.MPPT 1 current_A,inverters[0].data.Total DC power_W,inverters[0].data.A-B line voltage/phase A voltage _V,inverters[0].data.B-C line Voltage/phase B Voltage_ V,inverters[0].data.C-A line Voltage/phase C Voltage_V,inverters[0].data.Phase A current_A,inverters[0].data.Phase B current_A,inverters[0].data.Phase C current_A,inverters[0].data.Total active power_W,inverters[0].data.Total reactive power_Var,inverters[0].data.Power factor,inverters[0].data.Grid frequency_Hz,inverters[0].data.Work state,inverters[0].data.Fault/Alarm time: Year,inverters[0].data.Fault/Alarm time: Month,inverters[0].data.Fault/Alarm time: Day,inverters[0].data.Fault/Alarm time: Hour,inverters[0].data.Fault/Alarm time: Minute,inverters[0].data.Fault/Alarm time: Second,inverters[0].data.Fault/Alarm code 1,inverters[0].data.Nominal reactive power_Var,inverters[0].data.Array insulation resistance_kohm,inverters[0].data.Active PowerRegulation Setpoint_W,inverters[0].data.Reactive Power Regulation Setpoint_Var,inverters[0].data.Daily running time,inverters[0].data.Present country,inverters[0].data.Monthly power yields_kWh,inverters[0].data.Work status1,inverters[0].data.Work status2,inverters[0].data.Negative voltage to the ground_V,inverters[0].data.Bus voltage_V,inverters[0].data.Grid frequency2_Hz,inverters[0].data.PID work state,inverters[0].data.PID alarm code,inverters[0].data.System clock: Year,inverters[0].data.System clock: Month,inverters[0].data.System clock: Day,inverters[0].data.System clock: Hour,inverters[0].data.System clock: Minute,inverters[0].data.System clock: Second,inverters[0].data.Start/Stop,inverters[0].data.Power limitation switch,inverters[0].data.Power limitation setting_%,inverters[0].data.Power factor setting,inverters[0].data.Reactive power adjustment mode,inverters[0].data.Reactive power percentage setting_%,inverters[0].data.Power limitation adjustment_kW,inverters[0].data.Reactive power adjustment _kVar,inverters[0].data.PID Recovery,inverters[0].data.Anti-PID,inverters[0].data.Full-Day PID
64db67809c64ebaef18220ab,Ribeirao_Bonito-SP,inverter111,2023-08-15 08:54:39-03:00,111,315,125,2,60.5,90640.5,1474,41.8,71487,1104.4,65.5,73000,622.3,620.3,623.4,66.3,66.2,66.3,71487,-541,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,110,66,12428.7,1,1,0.0,1104.4,59.97,0,0,2023.0,8.0,15.0,8.0,54.0,35.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db69619c64ebaef18220fb,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:02:39-03:00,111,315,125,2,73.7,90653.7,1474,38.9,107135,1101.1,98.8,109085,624.8,621.8,623.9,99.0,99.0,99.0,107135,1213,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,118,66,12441.9,1,1,0.0,1101.1,60.03,0,0,2023.0,8.0,15.0,9.0,2.0,35.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db6b559c64ebaef182214b,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:11:00-03:00,111,315,125,2,89.1,90669.2,1474,40.3,110791,1090.3,103.1,112478,623.9,620.2,623.4,102.5,102.5,102.7,110791,-677,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,126,66,12457.4,1,1,0.0,1090.3,59.98,0,0,2023.0,8.0,15.0,9.0,10.0,56.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db6d399c64ebaef182219b,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:19:03-03:00,111,315,125,2,102.9,90682.9,1474,42.7,101821,1095.5,94.3,103439,623.4,621.7,623.0,94.1,94.3,94.2,101821,676,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,134,66,12471.1,1,1,0.0,1095.5,60.0,0,0,2023.0,8.0,15.0,9.0,18.0,59.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db6f209c64ebaef18221eb,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:27:10-03:00,111,315,125,2,115.1,90695.1,1475,44.3,94260,1102.8,88.0,95695,621.6,620.6,623.0,87.2,87.4,87.3,94260,1377,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,142,66,12483.3,1,1,0.0,1102.8,60.05,0,0,2023.0,8.0,15.0,9.0,27.0,6.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db71069c64ebaef182223b,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:35:16-03:00,111,315,125,2,128.4,90708.4,1475,44.6,110615,1099.9,102.1,112371,623.5,622.4,624.1,102.3,102.3,102.2,110615,1288,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,151,66,12496.6,1,1,0.0,1099.9,60.03,0,0,2023.0,8.0,15.0,9.0,35.0,12.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db73089c64ebaef182228b,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:43:51-03:00,111,315,125,2,144.7,90724.7,1475,46.6,88465,1090.6,83.3,90551,621.1,618.9,622.0,82.1,82.2,82.2,88465,985,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,159,66,12512.9,1,1,0.0,1090.6,60.04,0,0,2023.0,8.0,15.0,9.0,43.0,47.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db74f29c64ebaef18222db,Ribeirao_Bonito-SP,inverter111,2023-08-15 09:52:00-03:00,111,315,125,2,155.8,90735.8,1475,47.8,100525,1101.8,92.6,102056,621.5,619.2,621.6,93.3,93.2,93.2,100525,1705,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,167,66,12524.0,1,1,0.0,1101.3,60.09,0,0,2023.0,8.0,15.0,9.0,51.0,56.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db76ee9c64ebaef182232b,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:00:28-03:00,111,315,125,2,169.4,90749.4,1475,47.6,106288,1097.5,98.4,107907,620.1,618.9,621.3,98.7,98.8,98.7,106288,1275,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,176,66,12537.6,1,1,0.0,1097.5,60.04,0,0,2023.0,8.0,15.0,10.0,0.0,25.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db78e19c64ebaef182237b,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:08:47-03:00,111,315,125,2,184.3,90764.5,1475,48.6,88218,1076.8,84.7,90770,617.3,614.7,617.8,82.4,82.4,82.5,87139,1611,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,184,66,12552.7,1,1,0.0,1076.0,60.09,0,0,2023.0,8.0,15.0,10.0,8.0,44.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db7ac19c64ebaef18223cb,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:16:48-03:00,111,315,125,2,196.4,90776.4,1475,50.1,72243,1092.7,69.3,74788,616.5,614.1,617.6,67.5,67.6,67.6,72243,848,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,192,66,12564.6,1,1,0.0,1092.7,60.03,0,0,2023.0,8.0,15.0,10.0,16.0,44.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db7cb09c64ebaef182241b,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:25:02-03:00,111,315,125,2,205.4,90785.4,1476,50.5,62898,1109.5,57.9,63856,620.9,618.6,622.9,58.4,58.4,58.4,62898,-528,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,200,66,12573.6,1,1,0.0,1109.5,59.96,0,0,2023.0,8.0,15.0,10.0,24.0,59.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db7e9d9c64ebaef182246b,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:33:15-03:00,111,315,125,2,213.6,90793.6,1476,50.3,76702,1112.6,70.0,77970,622.0,621.5,623.5,71.0,71.1,71.0,76702,756,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,209,66,12581.8,1,1,0.0,1112.6,60.02,0,0,2023.0,8.0,15.0,10.0,33.0,12.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db80889c64ebaef18224bb,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:41:26-03:00,111,315,125,2,226.1,90806.1,1476,48.6,108741,1095.5,100.7,110568,624.6,622.1,625.1,100.5,100.4,100.4,108741,1024,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,217,66,12594.3,1,1,0.0,1095.5,60.02,0,0,2023.0,8.0,15.0,10.0,41.0,23.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db82659c64ebaef182250b,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:49:23-03:00,111,315,125,2,239.7,90819.7,1476,49.5,99133,1085.5,93.1,100643,624.6,623.6,626.0,91.4,91.5,91.3,99133,891,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,225,66,12607.9,1,1,0.0,1085.5,60.01,0,0,2023.0,8.0,15.0,10.0,49.0,19.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db84509c64ebaef182255b,Ribeirao_Bonito-SP,inverter111,2023-08-15 10:57:34-03:00,111,315,125,2,250.7,90830.7,1476,51.2,85982,1095.2,79.6,87291,623.9,621.2,624.4,79.5,79.5,79.5,85982,648,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,233,66,12618.9,1,1,0.0,1095.2,60.0,0,0,2023.0,8.0,15.0,10.0,57.0,30.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db86389c64ebaef18225ab,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:05:42-03:00,111,315,125,2,262.8,90842.9,1476,50.7,93044,1078.8,87.5,94932,624.9,624.7,626.9,85.7,85.7,85.6,93044,892,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,241,66,12631.1,1,1,0.0,1083.7,60.02,0,0,2023.0,8.0,15.0,11.0,5.0,39.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db881d9c64ebaef18225fb,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:13:47-03:00,111,315,125,2,276.3,90856.3,1476,51.7,100204,1082.8,93.7,101730,625.7,623.5,626.4,92.3,92.3,92.4,100204,64,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,249,66,12644.5,1,1,0.0,1082.8,60.0,0,0,2023.0,8.0,15.0,11.0,13.0,43.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db8a169c64ebaef182264b,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:22:13-03:00,111,315,125,2,288.6,90868.6,1477,52.2,125994,1116.0,114.7,128029,627.3,625.1,627.6,115.8,116.0,115.8,125994,-992,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,258,66,12656.8,1,1,0.0,1116.0,59.97,0,0,2023.0,8.0,15.0,11.0,22.0,7.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db8c139c64ebaef182269b,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:30:41-03:00,111,315,125,2,299.2,90879.2,1477,53.4,66374,1081.3,62.3,67385,625.0,623.7,625.6,61.3,61.3,61.3,66374,-121,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,266,66,12667.4,1,1,0.0,1081.3,60.0,0,0,2023.0,8.0,15.0,11.0,30.0,35.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db8e019c64ebaef18226eb,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:38:55-03:00,111,315,125,2,310.5,90890.5,1477,52.6,88239,1087.3,82.4,89583,625.6,625.2,626.0,81.3,81.4,81.2,88239,675,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,274,66,12678.7,1,1,0.0,1087.3,60.0,0,0,2023.0,8.0,15.0,11.0,38.0,49.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db8fe29c64ebaef182273b,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:46:57-03:00,111,315,125,2,322.4,90902.5,1477,52.8,83735,1077.0,79.3,85319,626.8,625.0,627.1,75.2,75.4,75.3,81805,765,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,282,66,12690.7,1,1,0.0,1078.0,60.01,0,0,2023.0,8.0,15.0,11.0,46.0,53.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db91df9c64ebaef182278b,Ribeirao_Bonito-SP,inverter111,2023-08-15 11:55:25-03:00,111,315,125,2,334.7,90914.7,1477,53.0,95916,1075.8,90.4,97448,628.4,627.0,629.0,87.9,88.1,87.9,95916,813,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,291,66,12702.9,1,1,0.0,1075.8,60.01,0,0,2023.0,8.0,15.0,11.0,55.0,21.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db93cb9c64ebaef18227db,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:03:37-03:00,111,315,125,2,347.4,90927.4,1477,53.1,89765,1074.4,84.7,91133,628.5,626.4,631.1,82.2,82.4,82.3,89765,1133,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,299,66,12715.6,1,1,0.0,1074.4,60.04,0,0,2023.0,8.0,15.0,12.0,3.0,33.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db95d19c64ebaef182282b,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:12:16-03:00,111,315,125,2,361.0,90941.1,1477,53.4,97215,1081.8,92.3,98695,627.8,625.8,630.1,89.1,89.1,89.3,97215,842,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,307,66,12729.3,1,1,0.0,1081.8,60.01,0,0,2023.0,8.0,15.0,12.0,12.0,12.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db97b89c64ebaef182287b,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:20:23-03:00,111,315,125,2,371.9,90951.9,1478,54.2,45219,1091.2,41.7,45908,624.8,623.4,625.9,41.8,41.8,41.8,45219,266,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,316,66,12740.1,1,1,0.0,1091.2,60.0,0,0,2023.0,8.0,15.0,12.0,20.0,19.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db99bd9c64ebaef18228cb,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:28:59-03:00,111,315,125,2,384.2,90964.2,1478,53.5,109246,1072.6,103.7,111079,628.1,627.2,630.3,100.1,100.2,100.1,109246,854,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,324,66,12752.4,1,1,0.0,1072.6,60.0,0,0,2023.0,8.0,15.0,12.0,28.0,53.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db9bbf9c64ebaef182291b,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:37:33-03:00,111,315,125,2,399.7,90979.7,1478,54.5,110298,1068.1,104.8,111997,630.2,627.6,630.5,101.0,101.1,101.0,110298,755,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,333,66,12767.9,1,1,0.0,1068.1,59.99,0,0,2023.0,8.0,15.0,12.0,37.0,23.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db9db19c64ebaef182296b,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:45:51-03:00,111,315,125,2,415.0,90995.0,1478,55.1,100786,1067.1,96.5,102807,627.7,625.8,629.6,92.4,92.5,92.6,100786,949,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,341,66,12783.2,1,1,0.0,1067.1,60.02,0,0,2023.0,8.0,15.0,12.0,45.0,45.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64db9fab9c64ebaef18229bb,Ribeirao_Bonito-SP,inverter111,2023-08-15 12:54:18-03:00,111,315,125,2,423.1,91003.1,1478,56.7,28620,1072.0,27.1,29085,620.9,621.2,622.3,26.7,26.7,26.7,28620,-92,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,350,66,12791.3,1,1,0.0,1072.0,60.0,0,0,2023.0,8.0,15.0,12.0,54.0,15.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dba1969c64ebaef1822a0b,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:02:29-03:00,111,315,125,2,427.0,91007.0,1478,57.1,27968,1096.6,25.9,28394,618.6,619.9,621.2,26.1,26.2,26.1,27968,-272,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,358,66,12795.2,1,1,0.0,1096.6,59.96,0,0,2023.0,8.0,15.0,13.0,2.0,26.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dba3829c64ebaef1822a5b,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:10:40-03:00,111,315,125,2,430.7,91010.7,1478,56.7,27948,1105.6,25.6,28406,617.7,616.2,618.7,26.2,26.2,26.2,27948,172,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,366,66,12798.9,1,1,0.0,1105.6,60.01,0,0,2023.0,8.0,15.0,13.0,10.0,37.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dba5759c64ebaef1822aab,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:19:00-03:00,111,315,125,2,434.5,91014.5,1478,56.0,27926,1103.4,25.6,28351,616.1,616.7,618.0,26.2,26.3,26.2,27926,-212,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,374,66,12802.7,1,1,0.0,1104.8,59.96,0,0,2023.0,8.0,15.0,13.0,18.0,55.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dba7589c64ebaef1822afb,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:27:03-03:00,111,315,125,2,438.3,91018.3,1479,55.3,28709,1106.5,26.3,29146,616.0,615.5,618.8,26.9,27.0,26.9,28709,-321,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,382,66,12806.5,1,1,0.0,1106.5,59.96,0,0,2023.0,8.0,15.0,13.0,27.0,0.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dba93f9c64ebaef1822b4b,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:35:09-03:00,111,315,125,2,443.4,91023.4,1479,53.8,101187,1152.1,89.7,102935,619.4,618.9,620.0,94.1,94.1,94.0,101187,917,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,390,66,12811.6,1,1,0.0,1152.1,60.01,0,0,2023.0,8.0,15.0,13.0,35.0,6.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbab379c64ebaef1822b9b,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:43:33-03:00,111,315,125,2,457.0,91037.0,1479,50.7,101160,1082.6,94.8,102701,623.4,622.7,625.0,93.4,93.5,93.3,101160,-397,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,399,66,12825.2,1,1,0.0,1082.6,59.99,0,0,2023.0,8.0,15.0,13.0,43.0,30.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbad2f9c64ebaef1822beb,Ribeirao_Bonito-SP,inverter111,2023-08-15 13:51:57-03:00,111,315,125,2,466.8,91046.8,1479,52.7,30310,1070.4,28.7,30772,618.4,618.5,620.8,28.3,28.4,28.3,30310,-221,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,407,66,12835.0,1,1,0.0,1070.4,59.99,0,0,2023.0,8.0,15.0,13.0,51.0,52.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbaf3a9c64ebaef1822c3b,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:00:41-03:00,111,315,125,2,472.8,91052.8,1479,53.5,29744,1095.1,27.5,30197,619.4,619.5,622.4,27.7,27.8,27.7,29744,127,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,416,66,12841.0,1,1,0.0,1093.6,60.01,0,0,2023.0,8.0,15.0,14.0,0.0,36.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbb13c9c64ebaef1822c8b,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:09:14-03:00,111,315,125,2,476.9,91056.9,1479,54.0,28301,1100.2,26.1,28732,615.9,615.4,617.4,26.6,26.6,26.6,28301,-272,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,424,66,12845.1,1,1,0.0,1100.7,59.96,0,0,2023.0,8.0,15.0,14.0,9.0,9.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbb38b9c64ebaef1822cdb,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:19:05-03:00,111,315,125,2,482.4,91062.4,1479,53.5,35883,1107.3,32.9,36429,614.9,614.9,617.5,33.6,33.8,33.7,35883,-344,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,434,66,12850.6,1,1,0.0,1107.3,59.97,0,0,2023.0,8.0,15.0,14.0,19.0,0.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbb5869c64ebaef1822d2b,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:27:33-03:00,111,315,125,2,487.6,91067.6,1480,52.7,40163,1111.3,36.6,40803,616.7,616.8,617.8,37.6,37.7,37.5,40163,-238,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,443,66,12855.8,1,1,0.0,1111.3,59.99,0,0,2023.0,8.0,15.0,14.0,27.0,27.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbb7719c64ebaef1822d7b,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:35:43-03:00,111,315,125,2,493.5,91073.5,1480,52.1,46446,1109.2,42.6,47153,619.7,619.2,621.9,43.2,43.3,43.2,46446,-304,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,451,66,12861.7,1,1,0.0,1109.2,59.99,0,0,2023.0,8.0,15.0,14.0,35.0,40.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbb9719c64ebaef1822dcb,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:44:15-03:00,111,315,125,2,500.9,91080.9,1480,50.9,98171,1106.8,89.9,99808,621.2,620.5,622.3,91.0,91.1,90.9,98171,-774,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,459,66,12869.1,1,1,0.0,1106.8,59.97,0,0,2023.0,8.0,15.0,14.0,44.0,10.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbbb629c64ebaef1822e1b,Ribeirao_Bonito-SP,inverter111,2023-08-15 14:52:33-03:00,111,315,125,2,511.6,91091.6,1480,50.0,107885,1093.1,101.0,110287,623.9,622.8,625.1,99.7,99.7,99.6,107885,-1309,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,468,66,12879.8,1,1,0.0,1093.1,59.94,0,0,2023.0,8.0,15.0,14.0,52.0,30.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbbd5f9c64ebaef1822e6b,Ribeirao_Bonito-SP,inverter111,2023-08-15 15:01:01-03:00,111,315,125,2,522.5,91102.5,1480,51.3,53300,1094.4,49.2,54446,620.0,619.5,621.6,49.5,49.6,49.5,53300,470,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,476,66,12890.7,1,1,0.0,1094.4,60.02,0,0,2023.0,8.0,15.0,15.0,0.0,56.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbbf489c64ebaef1822ebb,Ribeirao_Bonito-SP,inverter111,2023-08-15 15:09:10-03:00,111,315,125,2,536.2,91116.2,1480,51.6,107741,1068.1,102.7,109570,623.5,621.8,625.2,99.5,99.7,99.6,107741,-299,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,485,66,12904.4,1,1,0.0,1068.1,60.0,0,0,2023.0,8.0,15.0,15.0,9.0,7.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbc14a9c64ebaef1822f0b,Ribeirao_Bonito-SP,inverter111,2023-08-15 15:17:45-03:00,111,315,125,2,551.0,91131.0,1480,53.7,96544,1057.7,92.7,98014,622.9,620.4,622.8,89.3,89.6,89.4,96544,-822,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,493,66,12919.2,1,1,0.0,1057.7,59.97,0,0,2023.0,8.0,15.0,15.0,17.0,42.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbc36e9c64ebaef1822f5b,Ribeirao_Bonito-SP,inverter111,2023-08-15 15:26:52-03:00,111,315,125,2,565.8,91145.8,1481,54.8,109309,1048.5,105.8,111038,622.6,621.4,622.4,101.3,101.2,101.2,109309,1199,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,502,66,12934.0,1,1,0.0,1048.5,60.03,0,0,2023.0,8.0,15.0,15.0,26.0,47.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbc55f9c64ebaef1822fab,Ribeirao_Bonito-SP,inverter111,2023-08-15 15:35:10-03:00,111,315,125,2,579.5,91159.5,1481,56.3,98225,1047.7,95.2,99721,623.7,621.1,623.9,90.9,90.9,90.8,98225,723,1.0,60.0,131073,0,0,0,0,0,0,0,75,5431,125000,0,510,66,12947.7,1,1,0.0,1047.7,60.0,0,0,2023.0,8.0,15.0,15.0,35.0,7.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
64dbc74f9c64ebaef1822ffb,Ribeirao_Bonito-SP,inverter111,2023-08-15 15:43:25-03:00,111,315,125,2,591.9,91171.9,1481,57.3,92715,1047.8,89.6,94127,621.0,620.6,622.0,86.0,86.0,86.1,92715,-681,1.0,59.9,131073,0,0,0,0,0,0,0,75,5431,125000,0,519,66,12960.1,1,1,0.0,1047.8,59.97,0,0,2023.0,8.0,15.0,15.0,43.0,20.0,207.0,170.0,100.0,0.0,85.0,0.0,125.0,0.0,85.0,85.0,65535.0
